,unitid,sabdtype,line,xstaff01,staff01,xstaff02,staff02,xstaff03,staff03,xstaff04,staff04,xstaff05,staff05,xstaff06,staff06,xstaff07,staff07,xstaff08,staff08,xstaff09,staff09,xstaff10,staff10,xstaff11,staff11,xstaff12,staff12,xstaff13,staff13,xstaff14,staff14,xstaff15,staff15,xstaff16,staff16,xstaff17,staff17,xstaff18,staff18,xstaff19,staff19,xstaff20,staff20,xstaff21,staff21,xstaff22,staff22,xstaff23,staff23,xstaff24,staff24,Year
9210,110592,11,18,R,1,R,0,R,15,R,18,R,1,R,2,R,75,R,59,R,46,R,30,R,169,R,154,R,7,R,2,R,314,R,265,R,1,R,33,R,3,R,134,R,76,R,323,R,9,R,579,2006
9270,110608,11,18,R,1,R,2,R,22,R,26,R,2,R,4,R,63,R,36,R,50,R,47,R,317,R,249,R,3,R,3,R,458,R,367,R,3,R,48,R,6,R,99,R,97,R,566,R,6,R,825,2006
9329,110617,11,18,R,0,R,0,R,16,R,22,R,3,R,3,R,63,R,40,R,33,R,30,R,288,R,276,R,8,R,5,R,411,R,376,R,0,R,38,R,6,R,103,R,63,R,564,R,13,R,787,2006
9389,110635,11,18,R,53,R,27,R,31,R,19,R,2,R,5,R,209,R,125,R,60,R,27,R,1060,R,540,R,32,R,24,R,1447,R,767,R,80,R,50,R,7,R,334,R,87,R,1600,R,56,R,2214,2006
9461,110644,11,18,R,65,R,40,R,20,R,21,R,7,R,8,R,299,R,178,R,73,R,48,R,1260,R,637,R,34,R,32,R,1758,R,964,R,105,R,41,R,15,R,477,R,121,R,1897,R,66,R,2722,2006
9533,110653,11,18,R,27,R,19,R,16,R,16,R,3,R,4,R,315,R,168,R,57,R,43,R,819,R,436,R,12,R,8,R,1249,R,694,R,46,R,32,R,7,R,483,R,100,R,1255,R,20,R,1943,2006
9601,110662,11,18,R,42,R,9,R,38,R,46,R,4,R,2,R,493,R,262,R,104,R,69,R,1583,R,768,R,33,R,23,R,2297,R,1179,R,51,R,84,R,6,R,755,R,173,R,2351,R,56,R,3476,2006
9671,110671,11,18,R,26,R,9,R,18,R,7,R,3,R,2,R,126,R,68,R,22,R,25,R,388,R,215,R,12,R,10,R,595,R,336,R,35,R,25,R,5,R,194,R,47,R,603,R,22,R,931,2006
9742,110680,11,18,R,25,R,6,R,19,R,14,R,6,R,1,R,303,R,122,R,84,R,36,R,1105,R,443,R,27,R,15,R,1569,R,637,R,31,R,33,R,7,R,425,R,120,R,1548,R,42,R,2206,2006
9814,110699,11,18,R,28,R,18,R,24,R,27,R,2,R,3,R,300,R,287,R,45,R,36,R,946,R,646,R,35,R,25,R,1380,R,1042,R,46,R,51,R,5,R,587,R,81,R,1592,R,60,R,2422,2006
9878,110705,11,18,R,61,R,21,R,9,R,15,R,1,R,1,R,71,R,35,R,42,R,21,R,577,R,277,R,9,R,2,R,770,R,372,R,82,R,24,R,2,R,106,R,63,R,854,R,11,R,1142,2006
9947,110714,11,18,R,19,R,10,R,12,R,6,R,2,R,7,R,54,R,38,R,24,R,34,R,312,R,190,R,35,R,11,R,458,R,296,R,29,R,18,R,9,R,92,R,58,R,502,R,46,R,754,2006
10011,110778,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,1,R,9,R,9,Z,0,Z,0,R,10,R,10,Z,0,Z,0,Z,0,R,1,R,1,R,18,Z,0,R,20,2006
10045,110945,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,1,Z,0,R,1,R,2,Z,0,Z,0,R,4,R,2,Z,0,Z,0,Z,0,R,2,R,1,R,3,Z,0,R,6,2006
10071,111009,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,2,R,4,Z,0,R,38,R,9,Z,0,R,1,R,46,R,12,Z,0,Z,0,Z,0,R,6,R,4,R,47,R,1,R,58,2006
10109,111081,11,18,R,3,R,1,R,7,R,3,Z,0,Z,0,R,3,R,4,R,4,R,1,R,64,R,54,Z,0,Z,0,R,81,R,63,R,4,R,10,Z,0,R,7,R,5,R,118,Z,0,R,144,2006
10156,111188,11,18,R,0,R,0,R,1,R,0,R,1,R,0,R,6,R,1,R,0,R,1,R,39,R,7,R,1,R,0,R,48,R,9,R,0,R,1,R,1,R,7,R,1,R,46,R,1,R,57,2006
10206,111391,11,18,Z,0,Z,0,C,1,C,1,Z,0,Z,0,C,1,C,2,C,1,C,1,C,28,C,11,Z,0,Z,0,C,31,C,15,Z,0,C,2,Z,0,C,3,C,2,C,39,Z,0,C,46,2006
10244,111434,11,18,R,0,R,1,R,1,R,4,R,0,R,0,R,5,R,5,R,8,R,8,R,16,R,33,R,1,R,3,R,31,R,54,R,1,R,5,R,0,R,10,R,16,R,49,R,4,R,85,2006
10282,111461,11,18,R,0,R,0,R,2,R,1,R,1,R,1,R,5,R,3,R,10,R,3,R,61,R,74,R,1,R,0,R,80,R,82,R,0,R,3,R,2,R,8,R,13,R,135,R,1,R,162,2006
10331,111887,11,18,R,0,R,0,R,8,R,10,R,0,R,2,R,11,R,18,R,25,R,31,R,99,R,108,R,0,R,0,R,143,R,169,R,0,R,18,R,2,R,29,R,56,R,207,R,0,R,312,2006
10383,111896,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,2,R,22,R,25,R,4,R,1,R,26,R,30,R,0,R,0,R,0,R,2,R,2,R,47,R,5,R,56,2006
10433,111920,11,18,R,10,R,5,R,6,R,5,R,0,R,0,R,10,R,12,R,12,R,8,R,58,R,73,R,4,R,9,R,100,R,112,R,15,R,11,R,0,R,22,R,20,R,131,R,13,R,212,2006
10474,111939,11,18,R,1,R,0,R,3,R,11,R,1,R,1,R,9,R,6,R,12,R,24,R,66,R,94,R,4,R,2,R,96,R,138,R,1,R,14,R,2,R,15,R,36,R,160,R,6,R,234,2006
10526,111948,11,18,R,0,R,0,R,6,R,5,R,1,R,0,R,10,R,11,R,4,R,6,R,163,R,103,R,0,R,0,R,184,R,125,R,0,R,11,R,1,R,21,R,10,R,266,R,0,R,309,2006
10588,111966,11,18,Z,0,Z,0,R,13,R,15,Z,0,Z,0,R,8,R,7,R,5,R,3,R,13,R,4,R,4,R,3,R,43,R,32,Z,0,R,28,Z,0,R,15,R,8,R,17,R,7,R,75,2006
10641,112075,11,18,Z,0,Z,0,R,2,R,3,Z,0,Z,0,R,3,Z,0,R,2,Z,0,R,43,R,25,Z,0,R,1,R,50,R,29,Z,0,R,5,Z,0,R,3,R,2,R,68,R,1,R,79,2006
10687,112084,11,18,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,13,R,16,Z,0,Z,0,R,15,R,17,Z,0,R,1,Z,0,R,1,R,1,R,29,Z,0,R,32,2006
10730,112127,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,5,Z,0,Z,0,R,3,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,R,8,Z,0,R,8,2006
10765,112172,11,18,R,0,R,0,R,4,R,7,R,0,R,3,R,7,R,8,R,18,R,12,R,61,R,52,R,1,R,1,R,91,R,83,R,0,R,11,R,3,R,15,R,30,R,113,R,2,R,174,2006
10824,112190,11,18,R,11,R,21,R,27,R,28,R,3,R,3,R,54,R,84,R,45,R,38,R,178,R,254,R,9,R,26,R,327,R,454,R,32,R,55,R,6,R,138,R,83,R,432,R,35,R,781,2006
10875,112251,11,18,R,2,R,1,R,1,R,2,Z,0,Z,0,R,5,R,3,R,3,R,2,R,43,R,23,Z,0,Z,0,R,54,R,31,R,3,R,3,Z,0,R,8,R,5,R,66,Z,0,R,85,2006
10916,112260,11,18,Z,0,Z,0,R,2,R,1,R,1,Z,0,R,9,R,3,R,5,R,5,R,73,R,32,R,1,R,1,R,91,R,42,R,0,R,3,R,1,R,12,R,10,R,105,R,2,R,133,2006
10963,112312,11,18,Z,0,Z,0,R,1,R,1,Z,0,Z,0,R,3,R,1,Z,0,R,1,R,15,R,7,Z,0,Z,0,R,19,R,10,Z,0,R,2,Z,0,R,4,R,1,R,22,Z,0,R,29,2006
11024,112385,11,18,R,0,R,2,R,0,R,0,R,0,R,1,R,1,R,4,R,1,R,2,R,6,R,26,R,0,R,0,R,8,R,35,R,2,R,0,R,1,R,5,R,3,R,32,R,0,R,43,2006
11068,112394,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,Z,0,Z,0,Z,0,R,7,R,3,Z,0,Z,0,R,10,R,3,Z,0,Z,0,Z,0,R,3,Z,0,R,10,Z,0,R,13,2006
11106,112446,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,17,R,4,R,17,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,21,R,21,2006
11138,112516,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,1,Z,0,R,9,Z,0,Z,0,Z,0,R,12,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,9,Z,0,R,12,2006
11169,112525,11,18,Z,0,Z,0,R,1,R,2,Z,0,Z,0,R,22,R,6,R,2,R,3,R,36,R,38,R,1,R,2,R,62,R,51,Z,0,R,3,Z,0,R,28,R,5,R,74,R,3,R,113,2006
11220,112561,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,3,R,1,R,27,R,15,R,0,R,7,R,31,R,23,R,0,R,0,R,0,R,1,R,4,R,42,R,7,R,54,2006
11265,112570,11,18,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,2,R,1,Z,0,R,2,Z,0,Z,0,Z,0,R,1,Z,0,R,3,2006
11295,112686,11,18,R,0,R,0,R,18,R,20,R,0,R,0,R,5,R,4,R,5,R,9,R,19,R,5,R,1,R,3,R,48,R,41,R,0,R,38,R,0,R,9,R,14,R,24,R,4,R,89,2006
11360,112826,11,18,R,0,R,0,R,8,R,15,R,0,R,0,R,8,R,3,R,6,R,7,R,28,R,32,R,7,R,8,R,57,R,65,R,0,R,23,R,0,R,11,R,13,R,60,R,15,R,122,2006
11402,113096,11,18,R,2,R,1,R,6,R,12,R,2,R,2,R,13,R,10,R,7,R,11,R,51,R,55,R,7,R,10,R,88,R,101,R,3,R,18,R,4,R,23,R,18,R,106,R,17,R,189,2006
11451,113111,11,18,Z,0,Z,0,R,3,R,6,R,1,Z,0,R,2,Z,0,R,3,Z,0,R,31,R,31,Z,0,Z,0,R,40,R,37,Z,0,R,9,R,1,R,2,R,3,R,62,Z,0,R,77,2006
11502,113193,11,18,R,2,R,6,R,1,R,0,R,0,R,2,R,3,R,1,R,10,R,5,R,71,R,95,R,0,R,0,R,87,R,109,R,8,R,1,R,2,R,4,R,15,R,166,R,0,R,196,2006
11560,113218,11,18,R,1,R,3,R,1,R,1,R,0,R,1,R,2,R,3,R,4,R,6,R,33,R,38,R,1,R,0,R,42,R,52,R,4,R,2,R,1,R,5,R,10,R,71,R,1,R,94,2006
11613,113236,11,18,R,1,R,2,R,2,R,4,R,2,R,2,R,8,R,22,R,14,R,9,R,73,R,84,R,1,R,2,R,101,R,125,R,3,R,6,R,4,R,30,R,23,R,157,R,3,R,226,2006
11658,113333,11,18,R,0,R,0,R,11,R,10,R,1,R,1,R,18,R,29,R,15,R,19,R,87,R,97,R,10,R,12,R,142,R,168,R,0,R,21,R,2,R,47,R,34,R,184,R,22,R,310,2006
11714,113573,11,18,C,1,C,2,R,2,R,3,R,0,R,1,R,4,R,0,R,7,R,7,R,52,R,50,R,0,R,0,C,66,C,63,C,3,R,5,R,1,R,4,R,14,R,102,R,0,C,129,2006
11763,113582,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,Z,0,Z,0,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,R,0,R,3,Z,0,R,3,2006
11783,113607,11,18,R,0,R,0,R,7,R,2,R,0,R,0,R,22,R,4,R,1,R,1,R,53,R,5,R,1,R,0,R,84,R,12,R,0,R,9,R,0,R,26,R,2,R,58,R,1,R,96,2006
11824,113634,11,18,R,0,R,0,R,3,R,6,R,1,R,1,R,6,R,12,R,14,R,9,R,80,R,94,R,27,R,18,R,131,R,140,R,0,R,9,R,2,R,18,R,23,R,174,R,45,R,271,2006
11871,113698,11,18,Z,0,Z,0,R,3,R,4,Z,0,Z,0,R,3,R,2,R,1,R,1,R,18,R,38,R,3,Z,0,R,28,R,45,Z,0,R,7,Z,0,R,5,R,2,R,56,R,3,R,73,2006
11921,113704,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,9,R,2,Z,0,Z,0,R,9,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,R,11,Z,0,R,11,2006
11944,113856,11,18,R,0,R,0,R,4,R,6,R,0,R,0,R,14,R,22,R,39,R,36,R,54,R,52,R,6,R,11,R,117,R,127,R,0,R,10,R,0,R,36,R,75,R,106,R,17,R,244,2006
12001,113980,11,18,R,0,R,0,R,10,R,10,R,0,R,1,R,16,R,16,R,16,R,20,R,117,R,122,R,3,R,7,R,162,R,176,R,0,R,20,R,1,R,32,R,36,R,239,R,10,R,338,2006
12070,114123,11,18,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,2,R,3,R,17,R,19,R,13,Z,0,Z,0,R,23,R,32,Z,0,Z,0,R,1,R,2,R,20,R,32,Z,0,R,55,2006
12100,114266,11,18,R,0,R,0,R,4,R,6,R,0,R,0,R,9,R,15,R,9,R,21,R,35,R,29,R,2,R,3,R,59,R,74,R,0,R,10,R,0,R,24,R,30,R,64,R,5,R,133,2006
12150,114354,11,18,Z,0,Z,0,R,4,R,2,Z,0,Z,0,Z,0,R,1,R,4,R,3,R,19,R,26,Z,0,Z,0,R,27,R,32,R,0,R,6,R,0,R,1,R,7,R,45,R,0,R,59,2006
12199,114390,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,3,R,5,Z,0,Z,0,R,3,R,6,Z,0,Z,0,Z,0,R,1,Z,0,R,8,Z,0,R,9,2006
12236,114415,11,18,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0,R,2,R,2,R,5,Z,0,R,1,Z,0,Z,0,Z,0,R,4,R,2,R,7,2006
12274,114433,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,9,R,6,R,7,R,6,R,16,R,12,R,0,R,0,R,0,R,0,R,0,R,15,R,13,R,28,2006
12319,114549,11,18,Z,0,Z,0,R,8,R,5,R,1,Z,0,R,1,R,3,R,5,R,2,R,25,R,31,R,2,Z,0,R,42,R,41,R,0,R,13,R,1,R,4,R,7,R,56,R,2,R,83,2006
12358,114716,11,18,R,0,R,1,R,4,R,6,R,2,R,1,R,9,R,20,R,9,R,10,R,59,R,72,R,4,R,9,R,87,R,119,R,1,R,10,R,3,R,29,R,19,R,131,R,13,R,206,2006
12405,114789,11,18,R,2,R,1,R,6,R,7,R,2,R,4,R,13,R,6,R,20,R,28,R,113,R,88,R,10,R,14,R,166,R,148,R,3,R,13,R,6,R,19,R,48,R,201,R,24,R,314,2006
12464,114813,11,18,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,2,Z,0,R,3,R,2,R,57,R,29,Z,0,Z,0,R,63,R,31,Z,0,R,1,Z,0,R,2,R,5,R,86,Z,0,R,94,2006
12552,114840,11,18,C,0,C,1,C,1,C,4,C,0,C,0,C,3,C,1,C,0,C,1,C,34,C,15,C,0,C,0,C,38,C,22,R,1,R,5,Z,0,R,4,R,1,C,49,Z,0,C,60,2006
12602,114859,11,18,R,5,R,3,R,4,R,3,R,3,R,5,R,16,R,13,R,16,R,21,R,114,R,109,R,0,R,2,R,158,R,156,R,8,R,7,R,8,R,29,R,37,R,223,R,2,R,314,2006
12655,114938,11,18,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,2,R,9,R,5,R,25,R,40,R,0,R,0,R,35,R,48,R,0,R,2,R,0,R,2,R,14,R,65,R,0,R,83,2006
12698,114947,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,21,R,10,Z,0,Z,0,R,21,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,R,31,Z,0,R,31,2006
12735,115001,11,18,R,0,R,0,R,3,R,4,R,2,R,1,R,12,R,20,R,9,R,14,R,103,R,95,R,1,R,1,R,130,R,135,R,0,R,7,R,3,R,32,R,23,R,198,R,2,R,265,2006
12785,115083,11,18,Z,0,Z,0,R,4,Z,0,Z,0,Z,0,R,5,R,6,R,1,Z,0,R,41,R,22,Z,0,Z,0,R,51,R,28,Z,0,R,4,Z,0,R,11,R,1,R,63,Z,0,R,79,2006
12829,115126,11,18,R,0,R,1,R,2,R,6,R,0,R,1,R,6,R,11,R,13,R,6,R,61,R,69,R,0,R,2,R,82,R,96,R,1,R,8,R,1,R,17,R,19,R,130,R,2,R,178,2006
12878,115214,11,18,C,1,C,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,C,1,C,3,Z,0,Z,0,C,2,C,5,C,2,Z,0,Z,0,R,1,Z,0,R,4,Z,0,C,7,2006
12958,115296,11,18,R,7,R,10,R,7,R,3,R,3,R,0,R,7,R,10,R,14,R,17,R,79,R,96,R,0,R,0,R,117,R,136,R,17,R,10,R,3,R,17,R,31,R,175,R,0,R,253,2006
13016,115393,11,18,Z,0,Z,0,R,2,R,1,R,1,R,1,R,3,R,3,R,7,R,10,R,40,R,31,Z,0,R,3,R,53,R,49,Z,0,R,3,R,2,R,6,R,17,R,71,R,3,R,102,2006
13062,115409,11,18,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,8,R,5,R,2,R,1,R,48,R,22,Z,0,R,1,R,59,R,29,Z,0,R,1,Z,0,R,13,R,3,R,70,R,1,R,88,2006
13109,115454,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,10,R,5,R,2,R,2,R,12,R,9,Z,0,Z,0,Z,0,R,1,R,1,R,15,R,4,R,21,2006
13139,115472,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,R,2,Z,0,R,1,R,9,R,10,Z,0,R,1,R,10,R,15,Z,0,Z,0,R,1,R,3,R,1,R,19,R,1,R,25,2006
13166,115490,11,18,Z,0,Z,0,R,1,R,2,Z,0,Z,0,R,2,R,2,R,1,Z,0,R,9,R,2,R,1,R,2,R,14,R,8,Z,0,R,3,Z,0,R,4,R,1,R,11,R,3,R,22,2006
13197,115515,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,1,Z,0,R,4,R,1,R,1,R,3,R,8,R,4,Z,0,Z,0,Z,0,R,2,R,1,R,5,R,4,R,12,2006
13224,115533,11,18,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,1,R,2,Z,0,Z,0,R,6,R,5,R,2,R,1,R,10,R,8,Z,0,R,1,Z,0,R,3,Z,0,R,11,R,3,R,18,2006
13256,115728,11,18,R,0,R,1,R,0,R,2,R,0,R,0,R,1,R,1,R,1,R,2,R,11,R,17,R,0,R,0,R,13,R,23,R,1,R,2,R,0,R,2,R,3,R,28,R,0,R,36,2006
13300,115746,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,1,R,15,R,11,Z,0,Z,0,R,16,R,12,Z,0,Z,0,Z,0,R,1,R,1,R,26,Z,0,R,28,2006
13343,115755,11,18,R,0,R,0,R,4,R,1,R,4,R,1,R,12,R,6,R,8,R,3,R,144,R,98,R,2,R,3,R,174,R,112,R,0,R,5,R,5,R,18,R,11,R,242,R,5,R,286,2006
13397,115773,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,6,R,8,R,0,R,0,R,7,R,8,R,0,R,0,R,0,R,0,R,1,R,14,R,0,R,15,2006
13433,115861,11,18,R,1,R,4,R,2,R,1,R,0,R,0,R,4,R,2,R,25,R,34,R,54,R,48,R,0,R,1,R,86,R,90,R,5,R,3,R,0,R,6,R,59,R,102,R,1,R,176,2006
13485,116040,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,1,2006
13509,116439,11,18,R,0,R,0,R,1,R,1,R,0,R,0,R,4,R,4,R,6,R,6,R,40,R,33,R,0,R,0,R,51,R,44,R,0,R,2,R,0,R,8,R,12,R,73,R,0,R,95,2006
13555,116466,11,18,Z,0,Z,0,R,1,R,1,Z,0,Z,0,R,1,Z,0,R,3,Z,0,R,10,Z,0,Z,0,Z,0,R,15,R,1,Z,0,R,2,Z,0,R,1,R,3,R,10,Z,0,R,16,2006
13589,116475,11,18,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,3,R,2,R,4,Z,0,R,2,R,1,Z,0,Z,0,R,10,R,3,Z,0,R,1,Z,0,R,5,R,4,R,3,Z,0,R,13,2006
13620,116484,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,1,R,2,Z,0,R,5,R,3,Z,0,Z,0,R,11,R,4,Z,0,Z,0,Z,0,R,5,R,2,R,8,Z,0,R,15,2006
13652,116624,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,C,1,C,1,R,12,R,4,Z,0,Z,0,C,13,C,5,Z,0,Z,0,Z,0,Z,0,C,2,R,16,Z,0,C,18,2006
13679,116712,11,18,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,R,1,Z,0,Z,0,R,2,R,10,R,14,R,2,R,5,R,13,R,23,R,0,R,2,Z,0,R,1,R,2,R,24,R,7,R,36,2006
13725,116846,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,9,R,6,Z,0,Z,0,R,9,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,Z,0,R,15,2006
13766,117052,11,18,R,0,R,1,R,2,R,1,R,1,R,3,R,5,R,2,R,17,R,11,R,70,R,41,R,10,R,11,R,105,R,70,R,1,R,3,R,4,R,7,R,28,R,111,R,21,R,175,2006
13813,117104,11,18,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,9,R,3,Z,0,Z,0,R,10,R,4,Z,0,R,1,Z,0,R,1,Z,0,R,12,Z,0,R,14,2006
13846,117113,11,18,Z,0,Z,0,R,2,R,2,Z,0,Z,0,R,4,R,2,R,3,Z,0,R,26,R,22,R,2,Z,0,R,37,R,26,Z,0,R,4,Z,0,R,6,R,3,R,48,R,2,R,63,2006
13883,117140,11,18,R,0,R,0,R,4,R,3,R,0,R,0,R,7,R,7,R,6,R,8,R,76,R,61,R,6,R,9,R,99,R,88,R,0,R,7,R,0,R,14,R,14,R,137,R,15,R,187,2006
13940,117168,11,18,Z,0,Z,0,C,0,C,1,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,7,R,2,Z,0,Z,0,C,8,C,3,Z,0,C,1,Z,0,R,1,Z,0,R,9,Z,0,C,11,2006
13976,117195,11,18,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,1,R,1,R,0,R,20,R,26,R,0,R,0,R,22,R,28,R,0,R,1,R,1,R,1,R,1,R,46,R,0,R,50,2006
14026,117247,11,18,R,0,R,0,R,12,R,21,R,1,R,1,R,6,R,18,R,8,R,4,R,37,R,44,R,1,R,2,R,65,R,90,R,0,R,33,R,2,R,24,R,12,R,81,R,3,R,155,2006
14075,117274,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,1,R,19,R,19,R,0,R,0,R,20,R,20,R,0,R,0,R,0,R,1,R,1,R,38,R,0,R,40,2006
14130,117520,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,20,R,11,R,20,R,11,Z,0,Z,0,Z,0,R,0,R,0,R,0,R,31,R,31,2006
14154,117575,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,2,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,2,2006
14177,117627,11,18,R,3,R,2,R,3,R,3,R,1,R,0,R,11,R,7,R,2,R,3,R,35,R,26,R,0,R,0,R,55,R,41,R,5,R,6,R,1,R,18,R,5,R,61,R,0,R,96,2006
14221,117636,11,18,Z,0,Z,0,R,15,R,16,R,1,R,2,R,31,R,35,R,20,R,16,R,147,R,118,R,5,R,1,R,219,R,188,Z,0,R,31,R,3,R,66,R,36,R,265,R,6,R,407,2006
14286,117645,11,18,R,11,R,6,R,16,R,15,R,2,R,1,R,17,R,16,R,17,R,16,R,102,R,121,R,0,R,0,R,165,R,175,R,17,R,31,R,3,R,33,R,33,R,223,R,0,R,340,2006
14336,117672,11,18,R,3,R,2,Z,0,Z,0,Z,0,Z,0,R,9,R,6,R,1,R,1,R,27,R,14,Z,0,Z,0,R,40,R,23,R,5,R,0,R,0,R,15,R,2,R,41,R,0,R,63,2006
14378,117681,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,2006
14414,117690,11,18,R,0,R,0,R,6,R,6,R,1,R,0,R,6,R,4,R,2,R,8,R,27,R,28,R,1,R,2,R,43,R,48,R,0,R,12,R,1,R,10,R,10,R,55,R,3,R,91,2006
14466,117706,11,18,R,0,R,0,R,2,R,5,R,0,R,0,R,8,R,6,R,6,R,5,R,73,R,70,R,0,R,0,R,89,R,86,R,0,R,7,R,0,R,14,R,11,R,143,R,0,R,175,2006
14522,117715,11,18,R,0,R,0,R,15,R,21,R,1,R,0,R,4,R,2,R,1,R,2,R,7,R,7,R,0,R,0,R,28,R,32,R,0,R,36,R,1,R,6,R,3,R,14,R,0,R,60,2006
14577,117724,11,18,R,0,R,0,R,15,R,23,R,3,R,0,R,12,R,11,R,18,R,11,R,45,R,36,R,1,R,8,R,94,R,89,R,0,R,38,R,3,R,23,R,29,R,81,R,9,R,183,2006
14634,117733,11,18,R,0,R,0,R,11,R,10,R,2,R,1,R,2,R,8,R,10,R,8,R,73,R,55,R,1,R,1,R,99,R,83,R,0,R,21,R,3,R,10,R,18,R,128,R,2,R,182,2006
14688,117751,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,1,R,2,Z,0,R,54,R,9,R,1,Z,0,R,60,R,10,Z,0,Z,0,Z,0,R,4,R,2,R,63,R,1,R,70,2006
14744,117788,11,18,R,0,R,0,R,11,R,12,R,1,R,0,R,12,R,12,R,18,R,6,R,77,R,49,R,1,R,1,R,120,R,80,R,0,R,23,R,1,R,24,R,24,R,126,R,2,R,200,2006
14798,117803,11,18,Z,0,Z,0,Z,0,R,9,Z,0,R,1,Z,0,R,8,R,1,R,8,R,4,R,12,Z,0,Z,0,R,5,R,38,Z,0,R,9,R,1,R,8,R,9,R,16,Z,0,R,43,2006
14823,117867,11,18,R,0,R,0,R,2,R,2,R,0,R,0,R,2,R,4,R,5,R,5,R,23,R,19,R,0,R,0,R,32,R,30,R,0,R,4,R,0,R,6,R,10,R,42,R,0,R,62,2006
